listing_url,listing_type,scraped_at,price
https://www.sahibinden.com/ilan/emlak-konut-satilik-metrobuse-yakin-merkezi-konumda-2-plus1-havuzlu-site-ici-daire-1295452182/detay,satilik,2026-05-26T18:08:29.283894,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzu-sonsuz-yapi-dan-deniz-manzarali-huzur-dolu-luks-2-plus1-1315698023/detay,satilik,2026-05-26T18:08:29.286921,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzunde-aydinlik-konforlu-sifir-2-plus1-ara-kat-daire-1318356430/detay,satilik,2026-05-26T18:08:29.289151,
https://www.sahibinden.com/ilan/emlak-konut-satilik-metrobuse-9-dk-mesafede-yuksek-kira-getirili-2-plus1-site-ici-daire-1318064574/detay,satilik,2026-05-26T18:08:29.291336,
https://www.sahibinden.com/ilan/emlak-konut-satilik-marmara-mahallesinde-bahce-keyifli-villa-tarzi-sifir-2-plus1-1316893671/detay,satilik,2026-05-26T18:08:29.293761,
https://www.sahibinden.com/ilan/emlak-konut-satilik-arti-dan-tek-yetkili-guneye-cepheli-deniz-manzarali-kose-konumda-1314957411/detay,satilik,2026-05-26T18:08:29.296422,
https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-alya-park-teras-satilik-1-plus1-akilli-ev-sifir-1313018708/detay,satilik,2026-05-26T18:08:29.297970,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzu-marinada-guvenlikli-havuzlu-sitede-3-plus1-1272654927/detay,satilik,2026-05-26T18:08:29.299558,
https://www.sahibinden.com/ilan/emlak-konut-satilik-mavera-boutique-satilik-4-plus1-sifir-daire-1315939275/detay,satilik,2026-05-26T18:08:29.301808,
https://www.sahibinden.com/ilan/emlak-konut-satilik-atakent-te-satilik-4-plus1-kral-daire-165m2-kiracili-1316895493/detay,satilik,2026-05-26T18:08:29.304499,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzu-sonsuz-da-marinada-deniz-manzarali-3-plus1-firsat-daire-1265961582/detay,satilik,2026-05-26T18:08:29.306816,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzu-bess-grup-tan-bahce-kullanimli-2-plus1-satilik-daire-1318342718/detay,satilik,2026-05-26T18:08:29.310182,
https://www.sahibinden.com/ilan/emlak-konut-satilik-acil-satilik-1-plus1-bu-aya-ozel-kampanya-kacirilmaz-fiyat-1267814318/detay,satilik,2026-05-26T18:08:29.312371,
https://www.sahibinden.com/ilan/emlak-konut-satilik-kayasehir-24-bolge-satilik-1-plus1-daire-cadde-uzeri-guney-cephe-1314941980/detay,satilik,2026-05-26T18:08:29.316213,
https://www.sahibinden.com/ilan/emlak-konut-satilik-bahcesehir-lokasyonunda-ulasima-yakin-2-plus1-sifir-satilik-daire-1311247311/detay,satilik,2026-05-26T18:08:29.319398,
https://www.sahibinden.com/ilan/emlak-konut-satilik-beylikduzunde-bu-fiyata-son-2-plus1-acil-satilik-kelepir-daire-1187989138/detay,satilik,2026-05-26T18:08:29.325322,
https://www.sahibinden.com/ilan/emlak-konut-satilik-var-kacirilmayacak-firsat-sb2f-kapali-otopark-acil-sahibinden-31-satilik-846760529/detay,satilik,2026-05-26T18:08:29.327597,
https://www.sahibinden.com/ilan/emlak-konut-satilik-mabeyn-den-havuzlu-guvenlikli-site-ici-3-plus1-ultra-luks-daire-1310896730/detay,satilik,2026-05-26T18:08:29.330208,
https://www.sahibinden.com/ilan/emlak-konut-satilik-pegaas-tan-universite-mah-iskanli-bos-bahce-kat-satilik-daire-1318661594/detay,satilik,2026-05-26T18:08:29.332294,
https://www.sahibinden.com/ilan/emlak-konut-satilik-basaksehir-alemara-projesinde-satilik-3-plus1-daire-1315930636/detay,satilik,2026-05-26T18:08:29.334482,
https://www.sahibinden.com/ilan/emlak-konut-satilik-lunox-tan-yuksek-kredili-yenilenmis-2-plus1-daire-arac-takasli-1303676341/detay,satilik,2026-05-26T18:08:29.337616,
https://www.sahibinden.com/ilan/emlak-konut-satilik-ravel-yapi-beylikduzu-nde-kisa-kat-yeni-3-plus1-arakat-daire-1298219748/detay,satilik,2026-05-26T18:08:29.340145,
"https://www.sahibinden.com/ilan/emlak-konut-satilik-cadde-ye-yakin-balkonlu,asansorlu-sifir-2-plus1-100-m2-satilik-daire-1314194773/detay",satilik,2026-05-26T18:08:29.342719,
https://www.sahibinden.com/ilan/emlak-konut-satilik-80-kredi-imkaniyla-kacirilmayacak-2-plus1-arakat-1318663550/detay,satilik,2026-05-26T18:08:29.344984,
https://www.sahibinden.com/ilan/emlak-konut-satilik-bahcesehir-lokasyonunda-yatirima-oturuma-uygun-daire-1316949941/detay,satilik,2026-05-26T18:08:29.347136,
https://www.sahibinden.com/ilan/emlak-konut-satilik-doganarasli-bulvarinda-2-plus1-satilik-lux-daire-1318178195/detay,satilik,2026-05-26T18:08:29.349002,
https://www.sahibinden.com/ilan/emlak-konut-satilik-cok-uygun-satilik-kacirilmayacak-firsat-son-3-sb2f-var-351-acik-kapali-otopark-846825205/detay,satilik,2026-05-26T18:08:29.350740,
