listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at,sub_district
1003-13743,satilik,Maltepe,İdealtepe,10950000,85,73,128823.5294117647,2,1,3,2,NA,4,6,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:09:13Z,İdealtepe
2150-4662,satilik,Maltepe,Feyzullah,15000000,110,95,136363.63636363635,3,1,4,2,NA,5,7,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:09:22Z,Feyzullah
133124-557,satilik,Maltepe,Küçükyalı,13250000,150,125,88333.33333333333,3,1,4,4,NA,4,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T13:09:31Z,Küçükyalı
39972-7623,satilik,Maltepe,Altıntepe,12750000,120,100,106250,3,1,4,1,NA,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:09:46Z,Altıntepe
58182-3313,satilik,Maltepe,Küçükyalı,16750000,160,150,104687.5,3,1,4,1,NA,5,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T13:09:56Z,Küçükyalı
156228-88,satilik,Maltepe,Altayçeşme,8850000,75,60,118000,2,1,3,2,NA,4,5,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"East, West",Not Eligible,Condominium Title,No,NA,2026-03-17T13:10:04Z,Altayçeşme
156328-267,satilik,Maltepe,Küçükyalı,5650000,50,40,113000,1,1,2,2,NA,5,0,Reinforced Concrete,NA,Combi Boiler,Natural Gas,1,NA,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,No,NA,2026-03-17T13:10:13Z,Küçükyalı
139650-180,satilik,Maltepe,Altıntepe,13900000,140,120,99285.71428571429,3,1,4,5,NA,5,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T13:10:23Z,Altıntepe
159541-43,satilik,Maltepe,Zümrütevler,3675000,90,80,40833.333333333336,2,1,3,4,NA,8,21,NA,NA,Combi Boiler,NA,1,Furnished,Vacant,FALSE,NA,350,"North, South, East, West",Not Eligible,Land Title,No,NA,2026-03-17T13:10:31Z,Zümrütevler
160688-76,satilik,Maltepe,Küçükyalı,7250000,95,75,76315.78947368421,2,1,3,4,NA,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,750,"South, East, West",Not Eligible,Condominium Title,No,NA,2026-03-17T13:10:41Z,Küçükyalı
136181-1070,satilik,Maltepe,Zümrütevler,6050000,63,45,96031.74603174604,1,1,2,12,NA,15,1,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,Suryapı Yeşil Mavi,NA,South,Not Eligible,No Title Deed,Yes,NA,2026-03-17T13:10:51Z,Zümrütevler
46932-6312,satilik,Maltepe,Altıntepe,10500000,140,120,75000,4,1,5,4,NA,4,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:11:00Z,Altıntepe
47907-3276,satilik,Maltepe,Cevizli,10500000,100,86,105000,3,1,4,3,NA,5,1,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Not Eligible,Condominium Title,No,NA,2026-03-17T13:11:10Z,Cevizli
128786-1573,satilik,Maltepe,Çınar,6300000,85,75,74117.64705882352,2,1,3,0,Raised Ground,4,4,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T13:11:19Z,Çınar
66056-10700,satilik,Maltepe,Altıntepe,13600000,145,120,93793.10344827586,3,1,4,4,NA,4,5,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,No,NA,2026-03-17T13:11:27Z,Altıntepe
5121-11692,satilik,Maltepe,Altıntepe,10250000,140,130,73214.28571428571,4,1,5,3,NA,4,31,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:11:36Z,Altıntepe
7204-27421,satilik,Maltepe,Altıntepe,13749000,215,190,63948.83720930233,5,2,7,5,NA,5,24,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South, West",Eligible,Construction Easement,No,NA,2026-03-17T13:11:45Z,Altıntepe
141821-189,satilik,Maltepe,Zümrütevler,5800000,113,86,51327.433628318584,3,1,4,1,NA,5,19,NA,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,1900,NA,Not Eligible,Land Title,No,NA,2026-03-17T13:11:54Z,Zümrütevler
164418-24,satilik,Maltepe,Girne,4350000,55,40,79090.90909090909,1,1,2,0,Entrance Floor,6,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,NA,950,"South, East",Eligible,Construction Easement,No,NA,2026-03-17T13:12:04Z,Girne
164432-11,satilik,Maltepe,Cevizli,3685000,47,30,78404.25531914894,1,0,1,6,NA,19,6,NA,NA,Central (Metered),NA,1,Furnished,Tenant-occupied,TRUE,Vazo Kule,NA,NA,Eligible,Foreign Owner,No,NA,2026-03-17T13:12:14Z,Cevizli
113416-364,satilik,Maltepe,Büyükbakkalköy,22000000,146,140,150684.9315068493,3,1,4,NA,Penthouse,5,3,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,2000,South,Eligible,Freehold Title,No,NA,2026-03-17T13:12:22Z,Büyükbakkalköy
5734-2627,satilik,Maltepe,Küçükyalı,7750000,65,58,119230.76923076923,2,1,3,0,Entrance Floor,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,West,Eligible,Construction Easement,No,NA,2026-03-17T13:12:33Z,Küçükyalı
1158-2834,satilik,Maltepe,Altayçeşme,8500000,110,90,77272.72727272728,3,1,4,3,NA,4,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,400,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T13:12:42Z,Altayçeşme
3419-171,satilik,Maltepe,Çınar,10750000,110,100,97727.27272727272,3,1,4,0,Raised Ground,4,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:12:51Z,Çınar
153267-447,satilik,Maltepe,Yalı,13800000,80,68,172500,2,1,3,2,NA,3,1,NA,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,TRUE,B,7500,NA,Eligible,Condominium Title,No,NA,2026-03-17T13:12:59Z,Yalı
150247-603,satilik,Maltepe,Küçükyalı,11650000,133,114,87593.98496240602,3,1,4,1,NA,4,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,450,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:13:07Z,Küçükyalı
120587-758,satilik,Maltepe,Küçükyalı,8700000,75,65,116000,2,1,3,3,NA,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:13:17Z,Küçükyalı
3447-22161,satilik,Maltepe,Aydınevler,9300000,120,110,77500,3,1,4,2,NA,3,11,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,1,South,Eligible,Condominium Title,No,NA,2026-03-17T13:13:27Z,Aydınevler
139587-925,satilik,Maltepe,Altıntepe,14150000,135,125,104814.81481481482,3,1,4,4,NA,4,0,Reinforced Concrete,New,Central (Metered),Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,NA,NA,2026-03-17T13:13:37Z,Altıntepe
6060-43910,satilik,Maltepe,Altıntepe,17250000,175,137,98571.42857142857,3,2,5,4,NA,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,1000,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T13:13:45Z,Altıntepe
57523-316,satilik,Maltepe,İdealtepe,6750000,44,36,153409.0909090909,1,1,2,-1,Garden Floor,1,0,Reinforced Concrete,NA,Underfloor Heating,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,North,Eligible,Construction Easement,No,NA,2026-03-17T13:13:53Z,İdealtepe
76795-1841,satilik,Maltepe,Altayçeşme,6700000,130,110,51538.46153846154,3,1,4,3,NA,6,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, South, East, West",Not Eligible,Construction Easement,No,NA,2026-03-17T13:14:02Z,Altayçeşme
1829-4254,satilik,Maltepe,Küçükyalı,3725000,63,50,59126.98412698413,2,1,3,-1,Garden Floor,4,31,NA,NA,Gas Stove,NA,1,Unfurnished,Owner-occupied,FALSE,NA,NA,East,Eligible,Condominium Title,No,NA,2026-03-17T13:14:23Z,Küçükyalı
14946-14384,satilik,Maltepe,Küçükyalı,8950000,105,75,85238.09523809524,2,1,3,2,NA,4,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T13:14:34Z,Küçükyalı
2986-17182,satilik,Maltepe,Altayçeşme,8950000,150,130,59666.666666666664,3,1,4,5,NA,5,26,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,500,"North, South, East",Eligible,Construction Easement,No,NA,2026-03-17T13:14:41Z,Altayçeşme
129688-1348,satilik,Maltepe,Küçükyalı,7950000,90,75,88333.33333333333,3,1,4,5,NA,4,0,Reinforced Concrete,NA,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T13:14:49Z,Küçükyalı
1003-13742,satilik,Maltepe,İdealtepe,12000000,145,115,82758.62068965517,3,1,4,1,NA,4,11,NA,NA,Combi Boiler,NA,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:14:58Z,İdealtepe
2150-4660,satilik,Maltepe,İdealtepe,15750000,180,160,87500,4,1,5,4,NA,4,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:15:06Z,İdealtepe
133124-556,satilik,Maltepe,İdealtepe,6850000,90,80,76111.11111111111,2,1,3,0,Entrance Floor,4,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,FALSE,NA,NA,"North, East",Eligible,Construction Easement,No,NA,2026-03-17T13:15:17Z,İdealtepe
39972-7607,satilik,Maltepe,İdealtepe,8450000,120,100,70416.66666666667,3,1,4,1,NA,5,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:15:26Z,İdealtepe
88286-3624,satilik,Maltepe,Altıntepe,11750000,120,100,97916.66666666667,2,1,3,5,NA,5,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:15:36Z,Altıntepe
162835-43,satilik,Maltepe,Altıntepe,7600000,85,60,89411.76470588235,2,1,3,-1,Garden Floor,4,0,NA,NA,Combi Boiler,NA,NA,NA,NA,FALSE,NA,NA,East,Eligible,Construction Easement,NA,NA,2026-03-17T13:15:45Z,Altıntepe
156328-265,satilik,Maltepe,Küçükyalı,9850000,90,69,109444.44444444444,2,1,3,1,NA,4,7,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,NA,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,NA,NA,2026-03-17T13:15:53Z,Küçükyalı
159541-39,satilik,Maltepe,Zümrütevler,4950000,95,85,52105.26315789474,2,1,3,2,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Owner-occupied,FALSE,NA,400,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:16:03Z,Zümrütevler
160688-75,satilik,Maltepe,Küçükyalı,10850000,120,100,90416.66666666667,3,1,4,3,NA,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,750,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:16:13Z,Küçükyalı
139650-178,satilik,Maltepe,İdealtepe,11700000,128,110,91406.25,3,1,4,0,Entrance Floor,4,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,NA,Unfurnished,NA,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,NA,NA,2026-03-17T13:16:21Z,İdealtepe
136181-1023,satilik,Maltepe,Feyzullah,15500000,180,140,86111.11111111111,4,1,5,7,NA,9,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,TRUE,Sahil Sitesi,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:16:31Z,Feyzullah
106894-224,satilik,Maltepe,Zümrütevler,3000000,130,120,23076.923076923078,3,1,4,6,NA,10,31,NA,NA,Combi Boiler,NA,1,Furnished,Tenant-occupied,FALSE,NA,250,East,Not Eligible,Land Title,Yes,NA,2026-03-17T13:16:41Z,Zümrütevler
128786-1572,satilik,Maltepe,Küçükyalı,12250000,190,170,64473.68421052631,4,2,6,4,NA,4,3,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:16:51Z,Küçükyalı
47907-3111,satilik,Maltepe,Cevizli,11500000,120,100,95833.33333333333,3,1,4,4,NA,5,1,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T13:17:01Z,Cevizli
66056-10686,satilik,Maltepe,Küçükyalı,14300000,135,120,105925.92592592593,3,1,4,4,NA,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,NA,2026-03-17T13:17:09Z,Küçükyalı
14722-1423,satilik,Maltepe,İdealtepe,11000000,100,85,110000,3,1,4,2,NA,4,1,NA,NA,Central (Metered),NA,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,NA,2026-03-17T13:17:18Z,İdealtepe
3990-3398,satilik,Maltepe,Çınar,17300000,175,150,98857.14285714286,3,2,5,4,NA,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Construction Easement,No,NA,2026-03-17T13:17:28Z,Çınar
46932-6389,satilik,Maltepe,Altıntepe,9600000,110,95,87272.72727272728,3,1,4,-1,Garden Floor,5,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,East,Eligible,Condominium Title,No,NA,2026-03-17T13:17:37Z,Altıntepe
163696-9,satilik,Maltepe,Fındıklı,5950000,80,75,74375,2,1,3,1,NA,5,1,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T13:17:53Z,Fındıklı
166751-37,satilik,Maltepe,Feyzullah,17000000,120,90,141666.66666666666,3,1,4,3,NA,5,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,No Title Deed,No,NA,2026-03-17T13:18:01Z,Feyzullah
31808-1128,satilik,Maltepe,İdealtepe,9000000,75,60,120000,2,1,3,0,Raised Ground,5,3,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T13:18:09Z,İdealtepe
165740-20,satilik,Maltepe,Çınar,6500000,55,45,118181.81818181818,1,1,2,1,NA,7,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,1000,South,Eligible,Condominium Title,No,NA,2026-03-17T13:18:18Z,Çınar
120587-755,satilik,Maltepe,Çınar,7750000,80,70,96875,2,1,3,0,Raised Ground,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:18:27Z,Çınar
150247-602,satilik,Maltepe,İdealtepe,6750000,50,42,135000,1,1,2,0,Entrance Floor,4,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Owner-occupied,FALSE,NA,500,"South, West",Eligible,Condominium Title,No,NA,2026-03-17T13:18:35Z,İdealtepe
3447-22160,satilik,Maltepe,Aydınevler,7600000,130,110,58461.53846153846,3,1,4,1,NA,14,30,Reinforced Concrete,Second-hand,Central,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,2200,South,Eligible,Condominium Title,No,NA,2026-03-17T13:18:45Z,Aydınevler
139587-910,satilik,Maltepe,Altıntepe,6200000,50,40,124000,1,1,2,0,Entrance Floor,4,1,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,No,NA,2026-03-17T13:18:53Z,Altıntepe
6060-43895,satilik,Maltepe,Küçükyalı,8800000,62,52,141935.48387096773,2,1,3,2,NA,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,500,South,Eligible,Construction Easement,No,NA,2026-03-17T13:19:03Z,Küçükyalı
57523-314,satilik,Maltepe,İdealtepe,6900000,44,36,156818.18181818182,1,1,2,-1,Garden Floor,4,0,Reinforced Concrete,NA,Underfloor Heating,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T13:19:11Z,İdealtepe
76795-1809,satilik,Maltepe,İdealtepe,9750000,165,134,59090.90909090909,3,1,4,1,NA,4,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Construction Easement,No,NA,2026-03-17T13:19:24Z,İdealtepe
14946-14360,satilik,Maltepe,Altıntepe,11750000,135,99,87037.03703703704,2,1,3,5,NA,5,0,Reinforced Concrete,New,Central (Metered),NA,2,Unfurnished,NA,FALSE,NA,NA,South,Eligible,Construction Easement,No,NA,2026-03-17T13:19:34Z,Altıntepe
0-42539275,satilik,Maltepe,Gülensu,5950000,110,100,54090.90909090909,3,1,4,0,Entrance Floor,4,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Owner-occupied,FALSE,NA,NA,West,Not Eligible,Land Title,No,NA,2026-03-17T13:19:42Z,Gülensu
5734-2587,satilik,Maltepe,Küçükyalı,6450000,50,40,129000,1,1,2,0,Entrance Floor,3,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,NA,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,NA,NA,2026-03-17T13:19:51Z,Küçükyalı
1003-13741,satilik,Maltepe,Altıntepe,5350000,50,42,107000,1,1,2,0,Entrance Floor,4,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:20:02Z,Altıntepe
2150-4657,satilik,Maltepe,Cevizli,7450000,110,100,67727.27272727272,3,1,4,-1,Garden Floor,4,3,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:20:09Z,Cevizli
133124-555,satilik,Maltepe,Cevizli,8700000,118,100,73728.81355932204,3,1,4,1,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:20:18Z,Cevizli
39972-7585,satilik,Maltepe,Küçükyalı,7450000,90,75,82777.77777777778,2,1,3,1,NA,4,8,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,NA,2026-03-17T13:20:27Z,Küçükyalı
