listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at
54895-871,satilik,Adalar,Nizam,17500000,138.0,117.0,126811.59420289854,4,1,5,2.0,,4.0,31,Reinforced Concrete,Second-hand,Air Conditioning,Natural Gas,2.0,Unfurnished,Vacant,False,,500.0,"North, South, West",Eligible,Condominium Title,No,2026-03-13,2026-03-14 20:40:16
54895-589,satilik,Adalar,Maden,11500000,130.0,118.0,88461.53846153847,3,1,4,3.0,,3.0,29,Reinforced Concrete,Second-hand,Air Conditioning,Natural Gas,2.0,Furnished,Vacant,False,,,"South, East, West",Eligible,Condominium Title,No,2026-03-13,2026-03-14 20:40:23
82579-1067,satilik,Adalar,Maden,6700000,100.0,85.0,67000.0,3,1,4,-1.0,Garden Floor,3.0,34,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,,Vacant,False,,,"North, South, East",Eligible,Condominium Title,No,2026-03-03,2026-03-14 20:40:32
25051-1015,satilik,Adalar,Nizam,20000000,145.0,120.0,137931.0344827586,4,1,5,3.0,,4.0,30,Wooden,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-06,2026-03-14 20:40:39
42477-544,satilik,Adalar,Burgazada,17000000,160.0,130.0,106250.0,3,1,4,,Top Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Owner-occupied,True,,,"South, East",Eligible,Condominium Title,No,2026-02-17,2026-03-14 20:40:47
4387-1729,satilik,Adalar,Nizam,7000000,82.0,72.0,85365.85365853658,2,1,3,,Mid Floor,4.0,30,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"North, South",Eligible,Construction Easement,No,2026-03-13,2026-03-14 20:40:55
4245-10911,satilik,Adalar,Kınalıada,14750000,102.0,85.0,144607.8431372549,2,1,3,,Mid Floor,3.0,47,,,Combi Boiler,,1.0,,,False,,,,Eligible,Condominium Title,,2026-03-11,2026-03-14 20:41:02
39631-917,satilik,Adalar,Nizam,23000000,200.0,185.0,115000.0,4,1,5,,Top Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,,2.0,,Vacant,False,,,,Eligible,Condominium Title,No,2026-03-12,2026-03-14 20:41:09
54895-1158,satilik,Adalar,Nizam,22000000,220.0,180.0,100000.0,3,2,5,3.0,,3.0,36,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-13,2026-03-14 20:41:19
25051-1018,satilik,Adalar,Heybeliada,7900000,130.0,103.0,60769.230769230766,3,1,4,-1.0,Garden Floor,3.0,30,Wooden,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-09,2026-03-14 20:41:26
96953-291,satilik,Adalar,Maden,9500000,85.0,75.0,111764.70588235294,2,1,3,-1.0,Garden Floor,3.0,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"North, South, East",Eligible,Condominium Title,No,2026-02-21,2026-03-14 20:41:34
142268-143,satilik,Adalar,Maden,8500000,90.0,80.0,94444.44444444444,2,1,3,-1.0,Garden Floor,3.0,30,,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Not Eligible,Construction Easement,No,2026-03-11,2026-03-14 20:41:42
54895-1144,satilik,Adalar,Nizam,12000000,117.0,101.0,102564.10256410256,14,1,15,-1.0,Garden Floor,4.0,49,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,True,,,"North, South, West",Eligible,Condominium Title,No,2026-03-13,2026-03-14 20:41:51
1791-1731,satilik,Adalar,Burgazada,13950000,120.0,100.0,116250.0,2,1,3,3.0,,3.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,East,Eligible,Condominium Title,No,2026-03-07,2026-03-14 20:41:59
39631-885,satilik,Adalar,Nizam,12750000,130.0,120.0,98076.92307692308,3,1,4,,Mid Floor,4.0,35,,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,,False,,,,Eligible,Condominium Title,,2026-03-13,2026-03-14 20:42:06
82579-1065,satilik,Adalar,Nizam,14000000,120.0,100.0,116666.66666666667,3,1,4,-1.0,Garden Floor,3.0,31,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14 20:42:14
54895-1074,satilik,Adalar,Maden,10900000,121.0,95.0,90082.64462809918,3,1,4,3.0,,3.0,37,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-13,2026-03-14 20:42:23
48848-282,satilik,Adalar,Burgazada,14200000,120.0,105.0,118333.33333333333,3,1,4,1.0,,4.0,25,Reinforced Concrete,Second-hand,Not Specified,Natural Gas,1.0,Furnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-02-17,2026-03-14 20:42:31
142268-11,satilik,Adalar,Maden,13850000,130.0,120.0,106538.46153846153,3,1,4,,Mid Floor,3.0,25,Masonry,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-17,2026-03-14 20:42:39
39631-722,satilik,Adalar,Nizam,35700000,250.0,220.0,142800.0,3,1,4,-2.0,Sub-level 2,2.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Owner-occupied,False,,,West,Eligible,Condominium Title,No,2026-03-10,2026-03-14 20:42:47
39631-927,satilik,Adalar,Maden,11000000,100.0,84.0,110000.0,2,1,3,,Top Floor,2.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-03-12,2026-03-14 20:42:53
122463-2211,satilik,Adalar,Nizam,9250000,95.0,75.0,97368.42105263157,2,1,3,-1.0,Garden Floor,3.0,26,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-02-10,2026-03-14 20:43:02
2845-4352,satilik,Adalar,Kınalıada,8500000,100.0,90.0,85000.0,3,1,4,3.0,,4.0,40,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"North, East",Eligible,Condominium Title,No,2026-02-21,2026-03-14 20:43:09
42477-528,satilik,Adalar,Burgazada,11000000,85.0,75.0,129411.76470588235,2,1,3,0.0,Raised Ground,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, East",Eligible,Condominium Title,No,2026-02-23,2026-03-14 20:43:17
42477-496,satilik,Adalar,Burgazada,12600000,130.0,125.0,96923.07692307692,3,1,4,-1.0,Garden Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-02-12,2026-03-14 20:43:26
4387-1717,satilik,Adalar,Nizam,20000000,130.0,120.0,153846.15384615384,3,1,4,,Mid Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"East, West",Eligible,Condominium Title,No,2026-02-11,2026-03-14 20:43:33
82579-997,satilik,Adalar,Nizam,19000000,235.0,200.0,80851.06382978724,6,1,7,,Top Floor,3.0,32,Reinforced Concrete,Second-hand,No Heating,,4.0,Unfurnished,Vacant,True,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-25,2026-03-14 20:43:44
58394-1338,satilik,Adalar,Heybeliada,10000000,105.0,88.0,95238.09523809524,3,1,4,3.0,,3.0,31,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"East, West",Eligible,Condominium Title,No,2026-02-07,2026-03-14 20:43:52
42477-325,satilik,Adalar,Burgazada,17200000,150.0,130.0,114666.66666666667,3,1,4,2.0,,4.0,30,Reinforced Concrete,Second-hand,Not Specified,Electricity,1.0,Unfurnished,Vacant,False,,150.0,"North, East",Eligible,Condominium Title,No,2026-02-12,2026-03-14 20:43:59
142268-24,satilik,Adalar,Maden,22950000,150.0,140.0,153000.0,3,1,4,1.0,,2.0,40,Brick,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Tenant-occupied,False,,750.0,"North, South, East, West",Eligible,Condominium Title,No,2026-02-17,2026-03-14 20:44:07
54895-1164,satilik,Adalar,Nizam,13000000,100.0,44.0,130000.0,2,1,3,,Terrace Floor,4.0,50,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-07,2026-03-14 20:44:16
48848-283,satilik,Adalar,Burgazada,10000000,65.0,60.0,153846.15384615384,2,1,3,,Penthouse,3.0,203,Reinforced Concrete,,Not Specified,Natural Gas,1.0,Furnished,,False,,,,Eligible,Condominium Title,No,2026-02-14,2026-03-14 20:44:24
153525-53,satilik,Adalar,Maden,9500000,80.0,75.0,118750.0,2,1,3,-1.0,Garden Floor,3.0,31,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,,Eligible,Condominium Title,No,2026-02-18,2026-03-14 20:44:32
25051-1014,satilik,Adalar,Nizam,20000000,160.0,135.0,125000.0,5,1,6,-1.0,Garden Floor,4.0,30,Wooden,Second-hand,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-06,2026-03-14 20:44:40
42477-553,satilik,Adalar,Burgazada,15000000,90.0,80.0,166666.66666666666,3,1,4,2.0,,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,East,Eligible,Condominium Title,No,2026-02-16,2026-03-14 20:44:49
54895-1149,satilik,Adalar,Nizam,15500000,143.0,126.0,108391.60839160839,5,1,6,3.0,,3.0,38,Reinforced Concrete,Second-hand,Air Conditioning,Natural Gas,3.0,Unfurnished,Vacant,False,,7500.0,"North, South, East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14 20:44:58
4387-1722,satilik,Adalar,Nizam,13500000,160.0,90.0,84375.0,2,1,3,,Top Floor,3.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-05,2026-03-14 20:45:08
134003-113,satilik,Adalar,Nizam,11500000,90.0,80.0,127777.77777777778,2,1,3,0.0,Ground Floor,3.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Vacant,False,,,East,Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:45:15
113382-253,satilik,Adalar,Maden,17500000,200.0,180.0,87500.0,6,2,8,3.0,,4.0,26,,,Combi Boiler,,2.0,,,False,,,,Eligible,Construction Easement,,2026-03-06,2026-03-14 20:45:23
42477-426,satilik,Adalar,Burgazada,19000000,140.0,120.0,135714.2857142857,3,1,4,2.0,,3.0,40,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Owner-occupied,False,,,"South, East",Eligible,Condominium Title,No,2026-02-12,2026-03-14 20:45:31
25051-1013,satilik,Adalar,Maden,14100000,135.0,121.0,104444.44444444444,3,1,4,1.0,,4.0,30,Wooden,Second-hand,Not Specified,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East",Eligible,Condominium Title,No,2026-03-06,2026-03-14 20:45:38
42477-398,satilik,Adalar,Burgazada,9500000,130.0,95.0,73076.92307692308,2,1,3,0.0,Entrance Floor,3.0,30,Reinforced Concrete,Second-hand,Stove,Electricity,2.0,Unfurnished,Vacant,False,,,"North, South, East",Eligible,Condominium Title,No,2026-02-28,2026-03-14 20:45:46
54895-1141,satilik,Adalar,Nizam,19500000,161.0,116.0,121118.01242236025,3,1,4,0.0,Ground Floor,4.0,56,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"North, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14 20:45:53
58394-1450,satilik,Adalar,Heybeliada,11500000,65.0,56.0,176923.07692307694,2,1,3,,Top Floor,4.0,32,Masonry,Second-hand,No Heating,,1.0,Unfurnished,Vacant,False,,,"North, South, West",Eligible,Condominium Title,No,2026-02-11,2026-03-14 20:46:01
39631-535,satilik,Adalar,Nizam,16500000,200.0,185.0,82500.0,5,1,6,,Top Floor,3.0,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Vacant,False,,,,Eligible,Condominium Title,,2026-02-14,2026-03-14 20:46:09
42477-549,satilik,Adalar,Burgazada,7000000,65.0,60.0,107692.30769230769,1,1,2,0.0,Entrance Floor,3.0,30,Reinforced Concrete,Second-hand,Stove,Electricity,1.0,Furnished,Vacant,False,,,North,Eligible,Condominium Title,No,2026-02-23,2026-03-14 20:46:17
142268-142,satilik,Adalar,Nizam,22950000,220.0,200.0,104318.18181818182,5,2,7,3.0,,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-23,2026-03-14 20:46:24
42477-500,satilik,Adalar,Burgazada,9500000,130.0,95.0,73076.92307692308,2,1,3,1.0,,3.0,35,Reinforced Concrete,Second-hand,Not Specified,Electricity,1.0,Furnished,Vacant,False,,,East,Eligible,Condominium Title,No,2026-02-12,2026-03-14 20:46:31
0-45841464,satilik,Adalar,Nizam,22000000,150.0,140.0,146666.66666666666,3,1,4,,Penthouse,3.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,750.0,"South, East, West",Eligible,Condominium Title,No,2025-12-30,2026-03-14 20:46:39
164664-14,satilik,Adalar,Kınalıada,15250000,185.0,160.0,82432.43243243243,2,2,4,2.0,,3.0,31,,,Combi Boiler,,2.0,Furnished,Vacant,False,,500.0,South,Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:46:48
1489-10015,satilik,Adalar,Nizam,18000000,220.0,170.0,81818.18181818182,4,1,5,2.0,,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-03-01,2026-03-14 20:46:55
82579-1108,satilik,Adalar,Nizam,13000000,135.0,120.0,96296.29629629629,2,1,3,,Terrace Floor,4.0,31,Reinforced Concrete,Second-hand,No Heating,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-14 20:47:04
12854-237,satilik,Adalar,Heybeliada,8750000,100.0,95.0,87500.0,2,1,3,-1.0,Semi-Basement,3.0,35,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,250.0,"South, East",Eligible,Condominium Title,No,2026-02-27,2026-03-14 20:47:12
42477-557,satilik,Adalar,Maden,8000000,80.0,65.0,100000.0,2,1,3,2.0,,3.0,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"South, East",Eligible,Condominium Title,No,2026-02-25,2026-03-14 20:47:20
54895-847,satilik,Adalar,Nizam,18900000,165.0,114.0,114545.45454545454,3,1,4,-1.0,Garden Floor,3.0,34,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,750.0,"North, East, West",Eligible,Condominium Title,No,2026-03-04,2026-03-14 20:47:27
4387-1661,satilik,Adalar,Maden,10900000,145.0,135.0,75172.41379310345,3,1,4,,Top Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Vacant,False,,,"North, South",Eligible,Condominium Title,No,2026-02-05,2026-03-14 20:47:34
12854-236,satilik,Adalar,Heybeliada,10000000,85.0,80.0,117647.05882352941,2,1,3,,Mid Floor,3.0,35,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,1000.0,"North, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:47:42
42477-428,satilik,Adalar,Burgazada,15000000,130.0,110.0,115384.61538461539,3,1,4,,Top Floor,3.0,40,Reinforced Concrete,Second-hand,Not Specified,Electricity,1.0,Furnished,Vacant,False,,200.0,"North, East, West",Eligible,Condominium Title,No,2026-02-12,2026-03-14 20:47:49
39631-886,satilik,Adalar,Nizam,12750000,90.0,80.0,141666.66666666666,2,1,3,,Top Floor,4.0,30,Masonry,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-03-07,2026-03-14 20:47:56
134003-112,satilik,Adalar,Maden,17500000,180.0,160.0,97222.22222222222,4,1,5,,Mid Floor,3.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3.0,Furnished,Vacant,False,,,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:48:03
4387-1560,satilik,Adalar,Maden,12650000,140.0,120.0,90357.14285714286,3,1,4,,Mid Floor,3.0,31,Reinforced Concrete,Second-hand,Central (Metered),Electricity,1.0,Furnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-02-05,2026-03-14 20:48:10
82579-1102,satilik,Adalar,Heybeliada,4700000,60.0,43.0,78333.33333333333,1,1,2,,Top Floor,3.0,24,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,,,Vacant,False,,,"North, South, East, West",Eligible,Shared Title,No,2026-02-25,2026-03-14 20:48:17
54895-1160,satilik,Adalar,Maden,17500000,143.0,131.0,122377.62237762238,3,1,4,-1.0,Garden Floor,3.0,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-03-05,2026-03-14 20:48:28
134003-111,satilik,Adalar,Maden,21000000,200.0,180.0,105000.0,5,2,7,,Top Floor,3.0,35,,Second-hand,Combi Boiler,Natural Gas,4.0,Furnished,Vacant,False,,,"North, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:48:36
82579-1100,satilik,Adalar,Maden,13950000,90.0,70.0,155000.0,2,1,3,,Top Floor,4.0,37,,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-03-03,2026-03-14 20:48:47
4387-1720,satilik,Adalar,Maden,9500000,85.0,75.0,111764.70588235294,2,1,3,0.0,Raised Ground,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-02-14,2026-03-14 20:48:54
96953-287,satilik,Adalar,Nizam,30000000,150.0,131.0,200000.0,6,2,8,0.0,Ground Floor,3.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,4.0,Unfurnished,Vacant,False,,,"North, South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:49:04
134003-109,satilik,Adalar,Maden,23000000,160.0,125.0,143750.0,3,1,4,,Mid Floor,3.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,East,Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:49:11
54895-1163,satilik,Adalar,Maden,17900000,138.0,130.0,129710.14492753622,3,1,4,0.0,Ground Floor,3.0,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-02-13,2026-03-14 20:49:19
82579-1098,satilik,Adalar,Maden,17500000,145.0,137.0,120689.6551724138,3,1,4,-1.0,Garden Floor,3.0,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-03-03,2026-03-14 20:49:27
134003-82,satilik,Adalar,Nizam,29000000,180.0,150.0,161111.11111111112,3,1,4,-1.0,Garden Floor,2.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,North,Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:49:35
82579-1070,satilik,Adalar,Maden,15500000,210.0,185.0,73809.52380952382,3,1,4,-1.0,Garden Floor,4.0,68,Masonry,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14 20:49:43
4387-1708,satilik,Adalar,Nizam,11990000,95.0,86.0,126210.52631578948,3,1,4,-1.0,Garden Floor,3.0,30,Reinforced Concrete,Second-hand,Floor Radiator,,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-05,2026-03-14 20:49:50
58394-1451,satilik,Adalar,Heybeliada,11500000,65.0,56.0,176923.07692307694,2,1,3,4.0,,4.0,31,,,No Heating,,1.0,Unfurnished,Vacant,False,,,"North, South, West",Eligible,Condominium Title,No,2026-02-16,2026-03-14 20:49:57
48874-454,satilik,Adalar,Kınalıada,18250000,300.0,180.0,60833.333333333336,3,1,4,3.0,,3.0,31,,,Air Conditioning,,2.0,Unfurnished,Vacant,False,,250.0,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:50:05
128764-1891,satilik,Adalar,Heybeliada,17000000,230.0,210.0,73913.04347826086,4,1,5,2.0,,3.0,60,Reinforced Concrete,Second-hand,Floor Radiator,Natural Gas,2.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,,2026-03-13,2026-03-14 20:50:13
82579-1059,satilik,Adalar,Nizam,11000000,140.0,120.0,78571.42857142857,3,1,4,-1.0,Garden Floor,3.0,32,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14 20:50:21
96953-286,satilik,Adalar,Nizam,25000000,95.0,83.0,263157.8947368421,3,1,4,,Top Floor,3.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:50:28
164664-6,satilik,Adalar,Maden,9500000,135.0,120.0,70370.37037037036,3,1,4,0.0,Raised Ground,2.0,16,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,300.0,South,Eligible,Condominium Title,No,2026-01-31,2026-03-14 20:50:37
48874-452,satilik,Adalar,Kınalıada,11000000,150.0,125.0,73333.33333333333,3,1,4,-1.0,Sub-level 1,4.0,31,,,Air Conditioning,,1.0,Unfurnished,Tenant-occupied,False,,100.0,"South, East, West",Eligible,Condominium Title,No,2026-02-08,2026-03-14 20:50:44
58394-1448,satilik,Adalar,Heybeliada,5100000,60.0,50.0,85000.0,3,1,4,-1.0,Semi-Basement,4.0,32,Masonry,Second-hand,Combi Boiler,Natural Gas,1.0,,Tenant-occupied,False,,,"South, West",Eligible,Condominium Title,No,2026-02-10,2026-03-14 20:50:51
54895-1146,satilik,Adalar,Maden,6700000,70.0,53.0,95714.28571428571,3,1,4,-1.0,Garden Floor,3.0,34,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,150.0,,Eligible,Construction Easement,No,2026-03-13,2026-03-14 20:50:58
48874-450,satilik,Adalar,Kınalıada,16400000,200.0,150.0,82000.0,3,1,4,0.0,Raised Ground,3.0,31,,,Combi Boiler,,2.0,Furnished,Vacant,False,,250.0,"South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:51:06
11040-1114,satilik,Adalar,Nizam,13000000,200.0,180.0,65000.0,4,1,5,3.0,,3.0,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Furnished,Owner-occupied,False,,,,Eligible,Condominium Title,,2026-02-27,2026-03-14 20:51:14
42477-550,satilik,Adalar,Burgazada,9500000,95.0,85.0,100000.0,3,1,4,0.0,Raised Ground,3.0,32,Reinforced Concrete,Second-hand,Stove,Electricity,1.0,Furnished,Vacant,False,,,"East, West",Not Eligible,Land Title,No,2026-02-23,2026-03-14 20:51:22
82579-1103,satilik,Adalar,Maden,17900000,145.0,135.0,123448.27586206897,3,1,4,,Mid Floor,2.0,17,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-02-26,2026-03-14 20:51:29
4387-1685,satilik,Adalar,Nizam,10500000,140.0,130.0,75000.0,3,1,4,-1.0,Garden Floor,3.0,32,Reinforced Concrete,Second-hand,Underfloor Heating,Natural Gas,2.0,Furnished,Vacant,True,,1000.0,"North, South, East, West",Eligible,Condominium Title,No,2026-02-07,2026-03-14 20:51:37
54895-1120,satilik,Adalar,Maden,15500000,163.0,130.0,95092.0245398773,4,1,5,2.0,,4.0,68,Masonry,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-04,2026-03-14 20:51:45
48874-422,satilik,Adalar,Kınalıada,22500000,200.0,150.0,112500.0,4,1,5,2.0,,2.0,31,,,Air Conditioning,,2.0,Unfurnished,Owner-occupied,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:51:54
54895-1094,satilik,Adalar,Maden,8750000,91.0,78.0,96153.84615384616,3,1,4,2.0,,3.0,16,Reinforced Concrete,New,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, West",Eligible,Construction Easement,No,2026-03-05,2026-03-14 20:52:02
4387-1486,satilik,Adalar,Nizam,15000000,140.0,130.0,107142.85714285714,3,1,4,-1.0,Garden Floor,3.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,750.0,"North, South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-14 20:52:09
61168-9832,satilik,Adalar,Heybeliada,9550000,137.0,105.0,69708.0291970803,3,1,4,2.0,,4.0,45,,Second-hand,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,,2026-02-13,2026-03-14 20:52:17
82579-1090,satilik,Adalar,Maden,9200000,140.0,120.0,65714.28571428571,3,1,4,-1.0,Garden Floor,3.0,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,,False,,,"North, East, West",Eligible,Condominium Title,No,2026-03-03,2026-03-14 20:52:25
54895-1085,satilik,Adalar,Nizam,19000000,169.0,135.0,112426.03550295858,4,1,5,,Villa Floor,3.0,40,Reinforced Concrete,Second-hand,Air Conditioning,Natural Gas,2.0,Unfurnished,Vacant,False,,2500.0,"North, South, East, West",Eligible,Condominium Title,No,2026-03-12,2026-03-14 20:52:34
4387-1446,satilik,Adalar,Maden,12000000,140.0,130.0,85714.28571428571,3,1,4,3.0,,3.0,33,,Second-hand,Air Conditioning,Electricity,2.0,Unfurnished,Vacant,False,,,"North, South, East",Eligible,Condominium Title,No,2026-02-24,2026-03-14 20:52:41
