sub_district,count,avg_price,median_price,avg_ppm2,avg_gross_m2,avg_net_m2
Kaynarca,47,6279361.70212766,5950000,54676.695660642436,119.12765957446808,98.80851063829788
Kirazlıdere,18,8879722.222222222,5950000,64714.85645238259,131.33333333333334,111.11111111111111
Çeliktepe,104,6206971.153846154,5950000,62412.313296577755,102.08653846153847,87.28846153846153
Fındıklı,44,6389204.545454546,5925000,57187.423163017935,116.9090909090909,102.04545454545455
Dudullu OSB,1,5900000,5900000,49166.666666666664,120,110
Sarıgöl,41,6233048.780487805,5900000,51071.802619379516,125.8048780487805,111
Sinanpaşa,15,7637000,5900000,85586.87782882263,85.8,74.33333333333333
Velibaba,42,6153195.857142857,5875000,61505.8299557444,102.64285714285714,84.47619047619048
Adil,87,6398643.67816092,5850000,56968.61261417016,117.03448275862068,102
İslambey,85,5602070.588235294,5850000,49141.10095660695,121.24705882352941,108.85882352941177
Akşemsettin,96,6270541.666666667,5837500,54494.75768151244,117.9375,101.64583333333333
Mustafa Kemal,4,5600000,5825000,58884.920634920636,96.25,83.75
Taşoluk,46,5895826.0869565215,5825000,43157.0460669612,149.30434782608697,123.43478260869566
Çakmak,66,6156818.166666667,5825000,58771.02578901554,108.98484848484848,94.07575757575758
Esenşehir,18,6688333.333333333,5800000,61196.603961885834,110.22222222222223,94.94444444444444
Nurtepe,31,6338387.096774193,5800000,56443.82739369901,118.06451612903226,105.7741935483871
Soğanlı,139,5771323.741007194,5800000,55444.57237443248,108.65467625899281,97.7841726618705
Zümrütevler,85,6547223.529411765,5800000,67593.66091567007,99.01176470588236,84.11764705882354
Vatan,8,5887250,5774500,46755.93218158476,127.75,115
Esenkent,29,7237931.0344827585,5750000,62682.15601590029,117.75862068965517,95.03448275862068
Gürpınar,56,5877839.232142857,5750000,46189.80079990411,131.46428571428572,110.89285714285714
Gürsel,33,5981060.575757576,5750000,52759.57346333607,115.84848484848484,100.42424242424242
Hürriyet,271,5992564.57195572,5750000,54194.14362949401,114.84132841328413,100.22140221402213
Topselvi,8,6041250,5750000,63937.71121632733,96.125,77.375
Örnek,53,6797924.528301887,5750000,59523.06555121948,114.67924528301887,98.37735849056604
İnönü,201,6529412.935323383,5750000,60865.919386559915,111.46766169154229,95.31343283582089
Kavaklı,282,6524399.40070922,5725000,46650.60766105162,142.89716312056737,121.14539007092199
Mecidiye,31,8999032.258064516,5700000,75476.98911028932,118.74193548387096,105.74193548387096
Nenehatun,24,5223666.625,5700000,44991.039387410136,125.41666666666667,111.08333333333333
Mahmutbey,28,6594642.857142857,5655000,63976.17066990959,107.10714285714286,87.32142857142857
Battalgazi,71,5942366.197183099,5650000,50566.7023716113,120.04225352112677,104.59154929577464
Haraççı,23,5979956.521739131,5650000,48197.56118863173,126.08695652173913,108.6086956521739
Kayışdağı,55,6254709.090909091,5650000,75376.55751925138,89.36363636363636,77.23636363636363
Ahmet Yesevi,47,5613595.70212766,5640000,50929.48617790689,117.87234042553192,100.29787234042553
Muratpaşa,15,5978666.666666667,5625000,50210.93731059675,117.66666666666667,102.4
Bahçeşehir 2. Kısım,270,7362907.396296296,5600000,49398.20204143397,142.0814814814815,117.15925925925926
Yassıören,2,5600000,5600000,40833.33333333333,147.5,130
Üniversite,36,6603194.444444444,5600000,47366.158344245036,136.16666666666666,115.08333333333333
Halkalı Merkez,36,6721500,5595000,56886.79601818483,117.22222222222223,101.80555555555556
Uğur Mumcu,36,6825999.972222222,5595000,53284.551850592106,124.33333333333333,107.75
Çanta Balaban,7,6234142.857142857,5549000,41432.29332730678,158.71428571428572,147.14285714285714
Ferhatpaşa,8,5168750,5525000,39365.66511198559,148.75,125
Kemal Türkler,24,6032166.666666667,5525000,48350.84083585359,128.45833333333334,111.125
Balat,7,5535714.285714285,5520000,51358.00352529676,110,91.85714285714286
Bülbül,1,5500000,5500000,76388.88888888889,72,69
Cemil Meriç,20,5387000,5500000,69848.34876216132,80.2,67.9
Cumhuriyet,579,6302772.880829016,5500000,53641.927796633216,121.01036269430051,105.22452504317789
Esenler,27,5146111.111111111,5500000,48242.92298160909,116.11111111111111,99.88888888888889
Karlıbayır,22,5947227.2727272725,5500000,55177.92443517608,122.54545454545455,109.95454545454545
Kemalpaşa,39,4855128.179487179,5500000,47247.670175076295,107.12820512820512,98.33333333333333
Mevlana,63,6111428.555555556,5500000,48353.920564892265,130.22222222222223,114.73015873015873
Murat Çeşme,7,5822857.142857143,5500000,53826.04481173162,107.42857142857143,83.14285714285714
Orhanlı,1,5500000,5500000,32352.941176470587,170,150
Orta,23,6511521.739130435,5500000,57976.9097195206,113.26086956521739,95.3913043478261
Parseller,9,8958888.888888888,5500000,72991.96428000982,118.77777777777777,101.55555555555556
Yeşiltepe,19,5862052.631578947,5500000,63935.59542778062,91.84210526315789,78.89473684210526
Yıldıztabya,35,5749393.971428571,5500000,49566.51522917784,123.25714285714285,102.68571428571428
Aydınlar,28,5726785.714285715,5495000,52555.78793552243,111.17857142857143,96
Eski Habipler,9,6245000,5490000,52729.64319630986,121.66666666666667,111.11111111111111
Altınşehir,70,5130614.271428571,5470000,46853.54987601767,119.78571428571429,105.61428571428571
Rami Yeni,27,5855000,5450000,48529.98608585086,122.74074074074075,107.07407407407408
Silahtarağa,19,6070789.47368421,5450000,50952.04260073008,122.26315789473684,105.26315789473684
Örnektepe,1,5450000,5450000,60555.555555555555,90,80
Ambarlı,102,5585264.705882353,5400000,44797.688220262164,129.44117647058823,115.98039215686275
Büyükşehir,17,5443117.647058823,5400000,40327.15057663504,136.76470588235293,117.76470588235294
Fevzi Çakmak,167,5542784.425149701,5400000,50917.274278045195,113.61077844311377,97.72455089820359
Koza,20,5907000,5350000,46599.41313694371,126.25,98.45
Çobançeşme,52,5597826.923076923,5340000,61080.649046606806,91.75,79.51923076923077
Gültepe,143,5502196.769230769,5300000,52432.05001431826,108.34965034965035,97.64335664335664
Yeni,85,5896082.352941177,5300000,50855.83650160597,117.6470588235294,102.88235294117646
Yenidoğan,50,5200860.06,5300000,51218.0989741889,105.44,90.98
Çifte Havuzlar,1,5300000,5300000,70666.66666666667,75,70
İsmetpaşa,42,5223952.380952381,5272500,43107.98182014425,123.33333333333333,113.64285714285714
75. Yıl,33,5329818.181818182,5250000,46013.03403610109,120.75757575757575,111.3030303030303
Fatih,292,5769979.44520548,5250000,49148.0618740003,121.52397260273973,105.0958904109589
Mareşal Çakmak,17,6155882.352941177,5250000,49313.91949476001,125.76470588235294,110.88235294117646
Sultan Selim,82,5515853.658536585,5250000,56755.42297202545,101.35365853658537,88.04878048780488
Tepeüstü,6,5879166.666666667,5250000,64056.92728324307,97.5,80.83333333333333
Çamçeşme,23,5647608.695652174,5250000,48713.53247969979,122.30434782608695,105.3913043478261
İçmeler,11,5137727.2727272725,5250000,53225.20639788634,99.36363636363636,82.54545454545455
Namık Kemal,86,6308593.011627907,5220000,62132.18452276895,105.37209302325581,90.77906976744185
Akpınar,24,5467875,5209500,52003.470909733194,106.875,92.75
Ihlamurkuyu,13,7042307.692307692,5200000,70079.21559964221,97.46153846153847,80.15384615384616
Karlıtepe,24,5849583.291666667,5200000,46190.07400995937,130,119.125
Valide-i Atik,52,7039884.615384615,5200000,65256.13968886704,106,93.67307692307692
Yukarı,7,6426428.571428572,5200000,44609.14121189545,138.14285714285714,111.57142857142857
Çağlayan,99,5951151.393939394,5200000,57785.896372377894,105.16161616161617,92.8080808080808
Kavakpınar,33,5436666.666666667,5150000,52285.111357438895,109.51515151515152,92.63636363636364
Ali Kuşçu,4,6375000,5100000,66703.66658719041,94.75,66.75
Nişancı,13,7453461.538461538,5100000,65146.827324958824,108.76923076923077,90.92307692307692
Orhangazi,55,5219018.163636364,5100000,46177.47531384205,117.87272727272727,100
Sarıgazi,14,5517500,5075000,45983.55824803801,119.71428571428571,100.42857142857143
Paşa,62,5631451.612903226,5050000,62022.870104768,93.75806451612904,83.3225806451613
Arnavutköy Merkez,18,5491333.333333333,5020000,48685.47314997058,129.44444444444446,118.05555555555556
Aşık Veysel,11,5147727.2727272725,5000000,47037.14757978526,110,94.72727272727273
Kaleiçi,1,5000000,5000000,55555.555555555555,90,85
Mescit,2,5000000,5000000,47822.966507177036,102.5,85
Safa,33,5286939.333333333,5000000,44928.142568658404,124.6969696969697,109.66666666666667
Tevfik Bey,61,5798442.606557377,5000000,57144.05875162125,102.08196721311475,89.26229508196721
Çatma Mescit,1,4999000,4999000,62487.5,80,75
Soğukpınar,19,5368421.052631579,4990000,55493.24844611884,96.94736842105263,85.05263157894737
Adem Yavuz,5,5056000,4950000,52780.50936519041,99.8,84
Sancaktepe,8,5912500,4925000,46680.649824032174,125.625,111
Cihangir,174,6119436.781609195,4897500,51177.590337466485,121.60344827586206,109.36781609195403
Gazi,55,4888709.090909091,4890000,42462.32378648462,121.94545454545455,109.2909090909091
Anadolu,42,4912476.19047619,4875000,40352.43159366556,125.16666666666667,111.95238095238095
Yahya Kahya,4,4725000,4875000,55964.0522875817,83.75,76.5
Akıncılar,14,6121428.571428572,4850000,45089.78466301842,133.21428571428572,117.5
Barbaros Hayrettin Paşa,37,5279838.756756756,4850000,37338.08970638121,146,122.62162162162163
Şemsipaşa,31,5240096.774193549,4800000,46461.101335516025,113.35483870967742,100.96774193548387
Yavuztürk,6,4875000,4775000,46903.01493609413,104.5,89.5
Yavuz Selim,48,5497229.166666667,4759500,47535.29612911399,115.41666666666667,99.1875
Aksaray,17,6007058.823529412,4750000,67829.44090653068,94,84.29411764705883
Bolluca,10,4811400,4750000,46710.327545811415,112.1,99.1
Zeynep Kamil,33,6132727.2727272725,4750000,64786.33260444406,90.15151515151516,81.39393939393939
Çakmaklı,9,5424888.888888889,4750000,45670.17691326286,121.22222222222223,101.88888888888889
Sakarya,14,5153571.428571428,4725000,46341.7501616031,113.57142857142857,96.78571428571429
Gençosman,16,5211875,4700000,48151.36724167591,110.5625,99.875
Yunus Emre,135,4852777.755555555,4700000,43892.71521930005,114.88148148148149,102.03703703703704
Gülbahar,74,4887432.432432433,4675000,50252.5214027175,98.55405405405405,88.10810810810811
Denizköşkler,119,5008840.336134454,4650000,39658.53788979407,130.6638655462185,118.17647058823529
Hicret,3,4296666.666666667,4650000,37938.23099415204,115,103.33333333333333
Emniyettepe,22,5576363.636363637,4625000,48843.23761151442,119.31818181818181,102.86363636363636
Sururi Mehmet Efendi,4,5055000,4610000,54276.737967914436,93.75,86.25
Haseki Sultan,37,5278918.918918919,4600000,50733.47083648941,102.83783783783784,92.13513513513513
Cibali,4,4561000,4597000,50446.177462887994,92,82.5
Yeni Mahalle,86,5242174.4186046515,4590000,43359.56993354887,126.16279069767442,111.01162790697674
Zeyrek,4,5525000,4575000,40909.72222222222,146.25,133.5
Şifa,40,4734375,4575000,44454.127270230034,112.55,91.45
100. Yıl,36,4910638.888888889,4550000,38024.15162971829,129.30555555555554,115.94444444444444
Cebeci,44,4817568.181818182,4550000,42050.35903981717,117.27272727272727,106.63636363636364
Hastane,2,4550000,4550000,50928.79256965945,90,77.5
Kalyoncu Kulluğu,3,7583333.333333333,4550000,54523.80952380953,141.66666666666666,108.33333333333333
Talatpaşa,60,5043133.333333333,4550000,49576.48508142346,109.95,90.23333333333333
Ömerli,5,4660000,4550000,47315.789473684206,98,90.4
Şehremini,72,6210138.888888889,4550000,55745.79305046417,101.5,92.48611111111111
Ertuğrul Gazi,2,4524500,4524500,31871.774193548386,137.5,120
Kazım Karabekir Paşa,1,4500000,4500000,50000,90,80
Mehmet Akif Ersoy,69,7053826.0869565215,4500000,60209.27368740393,118.73913043478261,103.43478260869566
Rami Cuma,31,5783870.9677419355,4500000,44785.45134586746,122.87096774193549,102.38709677419355
Telsizler,38,4735526.315789473,4500000,53179.086405917515,91.39473684210526,82.76315789473684
Zafer,159,4988044.025157233,4500000,46598.89680812797,112.9874213836478,97.54088050314465
Selimpaşa,47,4566297.70212766,4499000,42423.318491821265,111.68085106382979,98.70212765957447
Topkapı,8,6703125,4437500,59659.57485163666,108,94
Kanarya,54,4314074.074074074,4400000,40459.12799422484,110.66666666666667,96.51851851851852
Barbaros Hayrettinpaşa,18,4694944.444444444,4375000,40136.926381152654,116.11111111111111,102.61111111111111
Güvercintepe,106,4638490.566037736,4375000,39738.70995471666,121.61320754716981,107.61320754716981
Nişanca,6,4779999.833333333,4350000,52666.69528543352,90.83333333333333,81.66666666666667
Yeşilce,18,5055555.555555556,4315000,57518.5031761337,89.66666666666667,76.27777777777777
Türkoba,2,4312500,4312500,48195.15306122449,89,82
Akçaburgaz,4,4242500,4275000,30845.051391104025,143.75,115.25
Gümüşyaka,2,4250000,4250000,46369.230769230766,95,75
Kuştepe,28,4961428.571428572,4250000,49684.96766625216,100.46428571428571,90.82142857142857
Adnan Menderes,2,4225000,4225000,39764.957264957266,110,100
Silivrikapı,66,5302500,4225000,59563.26306206883,89.34848484848484,80.68181818181819
Kumburgaz,12,4223250,4215000,44441.889717833656,96.66666666666667,85.83333333333333
Sultan Murat,38,4928078.947368421,4215000,47543.86976039962,107.63157894736842,97.97368421052632
Karagümrük,13,6605384.615384615,4175000,59934.54266377944,104.61538461538461,94.61538461538461
Boğazköy İstiklal,6,3834833.3333333335,4172000,36927.38859180036,103.33333333333333,91.66666666666667
50. Yıl,26,4468884.615384615,4147000,39231.90200642892,115.07692307692308,103.84615384615384
Değirmenköy Fevzipaşa,3,3813333.3333333335,4100000,32053.846153846152,118.33333333333333,105
Zübeyde Hanım,33,4444818.181818182,4100000,38784.97887235353,124.6969696969697,108.48484848484848
İskenderpaşa,17,5433529.411764706,4100000,48018.311859223024,109.05882352941177,98.58823529411765
Cerrahpaşa,31,5211290.322580645,4000000,52837.376954170795,99.83870967741936,90.09677419354838
Deliklikaya,5,6770000,4000000,47556.69462242738,130,101.8
Eskişehir,51,4280000,4000000,48214.36345920929,90.50980392156863,78.15686274509804
Gökevler,47,3946042.5319148935,4000000,36578.16778356781,109.38297872340425,87.87234042553192
Keçeci Piri,3,3850000,4000000,42782.58778258778,90,78.33333333333333
Yıldıztepe,9,4167222.222222222,4000000,36302.80807820149,118.77777777777777,108.88888888888889
Hadımköy,37,4892324.297297297,3990000,44670.90229681745,113.97297297297297,103.21621621621621
Beşyol,1,3950000,3950000,43888.88888888889,90,80
Esenyalı,11,4392272.7272727275,3950000,34169.4499187681,133.1818181818182,120.18181818181819
Söğütlü Çeşme,16,5287187.5,3950000,41140.188549195904,128.3125,113.75
Akşemseddin,4,4403750,3937500,36180.837341069724,120.25,107.5
Dizdariye,7,4350000,3900000,36813.64667078953,120.57142857142857,103.57142857142857
Gümüşpala,42,4521904.761904762,3900000,40440.51457412347,113.54761904761905,101.66666666666667
İzzet Paşa,11,4606818.181818182,3900000,44201.791078572125,103.72727272727273,93.9090909090909
Şehsuvar Bey,1,3900000,3900000,37142.857142857145,105,90
Mustafa Kemal Paşa,101,4406287.128712871,3850000,40635.26278475439,112.10891089108911,98.81188118811882
Nine Hatun,59,4530593.220338983,3800000,43043.35650530082,104.45762711864407,92.37288135593221
Orhan Gazi,42,5330238.071428572,3800000,39287.00422901437,130.88095238095238,95.92857142857143
Ayvansaray,13,4553846.153846154,3700000,55742.54830137183,83.46153846153847,74.6923076923077
Yakuplu,140,4125810.6785714286,3699500,35934.67972563523,119.60714285714286,103.42142857142858
Mevlanakapı,39,4495384.615384615,3690000,47304.921930423014,93.38461538461539,83.64102564102564
Güneştepe,21,4521142.857142857,3650000,44036.8817472249,101.0952380952381,88.9047619047619
Kazım Karabekir,59,4177796.593220339,3650000,39637.8482873697,107.15254237288136,96.37288135593221
Menderes,45,4492400,3650000,45675.42575476361,98.11111111111111,86.62222222222222
Seyyid Ömer,126,4675436.507936508,3650000,49178.761319732424,91.7063492063492,83.14285714285714
Turgut Reis,45,4268711.066666666,3650000,40619.660549643384,106.13333333333334,92.24444444444444
Şirintepe,20,3911000,3650000,51727.46352503478,80.5,72
Piri Mehmet Paşa,8,4575000,3600000,35316.36356710635,134,122.125
Hacıahmet,9,4877777.777777778,3550000,54163.80950425666,87.44444444444444,75
Mahmut Şevket Paşa,9,4094444.4444444445,3550000,41148.95160309247,101.66666666666667,88.33333333333333
Koca Mustafapaşa,62,3904435.4838709678,3500000,47454.08093376753,82.54838709677419,74.54838709677419
Akevler,42,3790571.404761905,3450000,34047.08947230778,111.42857142857143,94.95238095238095
Sanayi,12,4385416.666666667,3450000,35813.13210425053,117,104.16666666666667
Davutpaşa,10,4442900,3424500,42692.509529686,105.5,96.3
Alipaşa,1,3400000,3400000,42500,80,75
Oruçreis,23,4343913.043478261,3400000,40304.21072151585,106.91304347826087,93
Saraç İshak,1,3400000,3400000,45333.333333333336,75,70
Sümbül Efendi,29,3741344.827586207,3400000,44301.38288732686,84.27586206896552,77.06896551724138
Tuna,33,3895454.5454545454,3400000,40032.613097478155,100.39393939393939,87.93939393939394
Yedikule,20,4038000,3400000,44482.47583312927,89.5,78.95
Hırka-i Şerif,26,3807884.6153846155,3375000,44878.5340740909,86.96153846153847,76.53846153846153
Atikali,6,3358333.3333333335,3350000,33390.732361320595,103.33333333333333,89.16666666666667
Harmantepe,47,4003085.1063829786,3350000,48783.827540192295,85.02127659574468,75.7872340425532
Yeşilkent,43,3773465.11627907,3350000,36284.63050965372,104.6046511627907,86.65116279069767
Kamiloba,17,4124117.6470588236,3300000,35072.32650896373,115.58823529411765,99.11764705882354
Ardıçlı,29,4659965.517241379,3290000,39961.98407630114,114.55172413793103,95
Baklalı,1,3250000,3250000,30373.831775700935,107,86
Bağlarçeşme,25,4213920,3250000,33222.96972217339,123.92,107.52
Birlik,21,3793333.3333333335,3250000,41331.607405977156,92.47619047619048,82.14285714285714
Değirmenköy İsmetpaşa,2,3250000,3250000,30283.22440087146,110,95
Kemer,18,4339444.444444444,3225000,42891.88206651227,98,85.77777777777777
Kulaksız,6,3483333.3333333335,3225000,50224.5670995671,70,60
Şehitler,7,3175714.285714286,3200000,29759.246601351864,111.42857142857143,97.42857142857143
Derviş Ali,15,3709333.3333333335,3190000,45968.90234372891,88.73333333333333,77.13333333333334
Piri Reis,35,3570857.1428571427,3140000,32372.982799488625,110.74285714285715,97.85714285714286
Yenikent,14,3140142.8571428573,3099500,28453.58620076665,111.42857142857143,98.5
Selahaddin Eyyubi,9,2793777.777777778,3099000,29270.857972818758,97.22222222222223,83.66666666666667
Güzelyurt,93,3410192.4516129033,3000000,29858.611319175812,116.59139784946237,104.20430107526882
Beylikdüzü OSB,29,3283410.3448275863,2980000,27146.82557199762,120.6896551724138,109.13793103448276
Süleymaniye,11,3499818.1818181816,2975000,29172.562939868378,121.18181818181819,109.45454545454545
Çanta Sancaktepe,4,3287500,2950000,22115.09324009324,148,135.25
Saadetdere,24,3085375,2935000,28858.621013958164,107.625,94.5
Mehterçeşme,60,3128783.316666667,2900000,28048.131289036268,112.9,99.46666666666667
Sultaniye,32,3035124.9375,2900000,27258.10637443238,112.78125,98.84375
Üçevler,31,3134032.2580645164,2900000,28981.79100251725,113.41935483870968,97.03225806451613
Alibey,16,3190625,2875000,29127.750685876286,114.375,102.875
Turgut Özal,14,3148857.1428571427,2850000,29298.135169497396,107.85714285714286,96.78571428571429
Yenigün,7,3429285.714285714,2850000,36209.23061532305,92.14285714285714,82.71428571428571
İncirtepe,33,3145818.1515151514,2820000,27325.173707372156,122.48484848484848,110.27272727272727
Kadımehmet Efendi,3,5033333.333333333,2700000,47586.13350360497,97.33333333333333,88
Necip Fazıl Kısakürek,13,3042692.3076923075,2700000,21796.49987021493,143.15384615384616,130.84615384615384
Pınar,26,3097692.3076923075,2697000,27130.780755801028,114.34615384615384,98.38461538461539
Sazlıbosna,5,2589000,2500000,28743.137254901958,92,82.4
Camiikebir,1,2350000,2350000,27647.058823529413,85,72
Balıkyolu,10,2601900,2275000,26940.552075375606,101.5,85.7
